"sex","region","year",Average monthly salary in the municipalities
"total","1492 Åmål","2007",21300
"total","1492 Åmål","2008",22800
"total","1492 Åmål","2009",23700
"total","1492 Åmål","2010",24200
"total","1492 Åmål","2011",24600
"total","1492 Åmål","2012",25000
"total","1492 Åmål","2013",25800
"total","1492 Åmål","2014",26400
"total","1492 Åmål","2015",27500
"total","1492 Åmål","2016",28100
"total","1492 Åmål","2017",29100
"total","1492 Åmål","2018",30000
"total","1492 Åmål","2019",30900
"total","1492 Åmål","2020",32000
"total","1493 Mariestad","2007",21300
"total","1493 Mariestad","2008",22600
"total","1493 Mariestad","2009",23600
"total","1493 Mariestad","2010",24200
"total","1493 Mariestad","2011",24800
"total","1493 Mariestad","2012",25200
"total","1493 Mariestad","2013",26100
"total","1493 Mariestad","2014",26800
"total","1493 Mariestad","2015",27500
"total","1493 Mariestad","2016",28600
"total","1493 Mariestad","2017",29400
"total","1493 Mariestad","2018",30100
"total","1493 Mariestad","2019",30900
"total","1493 Mariestad","2020",31400
"total","1494 Lidköping","2007",21800
"total","1494 Lidköping","2008",23200
"total","1494 Lidköping","2009",24100
"total","1494 Lidköping","2010",24600
"total","1494 Lidköping","2011",25000
"total","1494 Lidköping","2012",25800
"total","1494 Lidköping","2013",26300
"total","1494 Lidköping","2014",27000
"total","1494 Lidköping","2015",27700
"total","1494 Lidköping","2016",28800
"total","1494 Lidköping","2017",29600
"total","1494 Lidköping","2018",30400
"total","1494 Lidköping","2019",31100
"total","1494 Lidköping","2020",32000
"total","1495 Skara","2007",21500
"total","1495 Skara","2008",22700
"total","1495 Skara","2009",23600
"total","1495 Skara","2010",24300
"total","1495 Skara","2011",24600
"total","1495 Skara","2012",25400
"total","1495 Skara","2013",26100
"total","1495 Skara","2014",26900
"total","1495 Skara","2015",27600
"total","1495 Skara","2016",28400
"total","1495 Skara","2017",29400
"total","1495 Skara","2018",30200
"total","1495 Skara","2019",31100
"total","1495 Skara","2020",32100
"total","1496 Skövde","2007",21500
"total","1496 Skövde","2008",22900
"total","1496 Skövde","2009",23900
"total","1496 Skövde","2010",24300
"total","1496 Skövde","2011",24900
"total","1496 Skövde","2012",25600
"total","1496 Skövde","2013",26400
"total","1496 Skövde","2014",27200
"total","1496 Skövde","2015",27800
"total","1496 Skövde","2016",29200
"total","1496 Skövde","2017",29800
"total","1496 Skövde","2018",30600
"total","1496 Skövde","2019",31500
"total","1496 Skövde","2020",32200
"total","1497 Hjo","2007",20900
"total","1497 Hjo","2008",22500
"total","1497 Hjo","2009",23300
"total","1497 Hjo","2010",23900
"total","1497 Hjo","2011",24300
"total","1497 Hjo","2012",24800
"total","1497 Hjo","2013",25400
"total","1497 Hjo","2014",26000
"total","1497 Hjo","2015",26900
"total","1497 Hjo","2016",27800
"total","1497 Hjo","2017",28500
"total","1497 Hjo","2018",29100
"total","1497 Hjo","2019",30000
"total","1497 Hjo","2020",30900
"total","1498 Tidaholm","2007",20900
"total","1498 Tidaholm","2008",22300
"total","1498 Tidaholm","2009",23000
"total","1498 Tidaholm","2010",23400
"total","1498 Tidaholm","2011",23900
"total","1498 Tidaholm","2012",24500
"total","1498 Tidaholm","2013",25300
"total","1498 Tidaholm","2014",26200
"total","1498 Tidaholm","2015",26700
"total","1498 Tidaholm","2016",27700
"total","1498 Tidaholm","2017",28800
"total","1498 Tidaholm","2018",29600
"total","1498 Tidaholm","2019",30600
"total","1498 Tidaholm","2020",31200
"total","1499 Falköping","2007",21600
"total","1499 Falköping","2008",22900
"total","1499 Falköping","2009",23700
"total","1499 Falköping","2010",24100
"total","1499 Falköping","2011",24500
"total","1499 Falköping","2012",24900
"total","1499 Falköping","2013",25800
"total","1499 Falköping","2014",26600
"total","1499 Falköping","2015",27300
"total","1499 Falköping","2016",28200
"total","1499 Falköping","2017",29100
"total","1499 Falköping","2018",29700
"total","1499 Falköping","2019",30500
"total","1499 Falköping","2020",31400
"total","1715 Kil","2007",20600
"total","1715 Kil","2008",21900
"total","1715 Kil","2009",22900
"total","1715 Kil","2010",23600
"total","1715 Kil","2011",24200
"total","1715 Kil","2012",24600
"total","1715 Kil","2013",25600
"total","1715 Kil","2014",26400
"total","1715 Kil","2015",27500
"total","1715 Kil","2016",28300
"total","1715 Kil","2017",29100
"total","1715 Kil","2018",29800
"total","1715 Kil","2019",30500
"total","1715 Kil","2020",31400
"total","1730 Eda","2007",21200
"total","1730 Eda","2008",22500
"total","1730 Eda","2009",23400
"total","1730 Eda","2010",23900
"total","1730 Eda","2011",24200
"total","1730 Eda","2012",24700
"total","1730 Eda","2013",25400
"total","1730 Eda","2014",26000
"total","1730 Eda","2015",26800
"total","1730 Eda","2016",27300
"total","1730 Eda","2017",27800
"total","1730 Eda","2018",28100
"total","1730 Eda","2019",28900
"total","1730 Eda","2020",29400
"total","1737 Torsby","2007",21500
"total","1737 Torsby","2008",23200
"total","1737 Torsby","2009",24200
"total","1737 Torsby","2010",24500
"total","1737 Torsby","2011",25100
"total","1737 Torsby","2012",25600
"total","1737 Torsby","2013",26100
"total","1737 Torsby","2014",27000
"total","1737 Torsby","2015",27700
"total","1737 Torsby","2016",28400
"total","1737 Torsby","2017",29300
"total","1737 Torsby","2018",30000
"total","1737 Torsby","2019",30600
"total","1737 Torsby","2020",31500
"total","1760 Storfors","2007",21400
"total","1760 Storfors","2008",23000
"total","1760 Storfors","2009",23700
"total","1760 Storfors","2010",24300
"total","1760 Storfors","2011",25100
"total","1760 Storfors","2012",25900
"total","1760 Storfors","2013",26500
"total","1760 Storfors","2014",27500
"total","1760 Storfors","2015",28400
"total","1760 Storfors","2016",29300
"total","1760 Storfors","2017",30200
"total","1760 Storfors","2018",30900
"total","1760 Storfors","2019",32200
"total","1760 Storfors","2020",32700
"total","1761 Hammarö","2007",21300
"total","1761 Hammarö","2008",22600
"total","1761 Hammarö","2009",23500
"total","1761 Hammarö","2010",24000
"total","1761 Hammarö","2011",24400
"total","1761 Hammarö","2012",24700
"total","1761 Hammarö","2013",25800
"total","1761 Hammarö","2014",26400
"total","1761 Hammarö","2015",27000
"total","1761 Hammarö","2016",28100
"total","1761 Hammarö","2017",28900
"total","1761 Hammarö","2018",29600
"total","1761 Hammarö","2019",30500
"total","1761 Hammarö","2020",31000
"total","1762 Munkfors","2007",21400
"total","1762 Munkfors","2008",23000
"total","1762 Munkfors","2009",24000
"total","1762 Munkfors","2010",24500
"total","1762 Munkfors","2011",25300
"total","1762 Munkfors","2012",25800
"total","1762 Munkfors","2013",26200
"total","1762 Munkfors","2014",26600
"total","1762 Munkfors","2015",27700
"total","1762 Munkfors","2016",28500
"total","1762 Munkfors","2017",29300
"total","1762 Munkfors","2018",29500
"total","1762 Munkfors","2019",30000
"total","1762 Munkfors","2020",30900
"total","1763 Forshaga","2007",21200
"total","1763 Forshaga","2008",22500
"total","1763 Forshaga","2009",23200
"total","1763 Forshaga","2010",23700
"total","1763 Forshaga","2011",24400
"total","1763 Forshaga","2012",24700
"total","1763 Forshaga","2013",25600
"total","1763 Forshaga","2014",26200
"total","1763 Forshaga","2015",26600
"total","1763 Forshaga","2016",27700
"total","1763 Forshaga","2017",28200
"total","1763 Forshaga","2018",29000
"total","1763 Forshaga","2019",29700
"total","1763 Forshaga","2020",30300
"total","1764 Grums","2007",21100
"total","1764 Grums","2008",22600
"total","1764 Grums","2009",23400
"total","1764 Grums","2010",24100
"total","1764 Grums","2011",24400
"total","1764 Grums","2012",24800
"total","1764 Grums","2013",25800
"total","1764 Grums","2014",26600
"total","1764 Grums","2015",27300
"total","1764 Grums","2016",28400
"total","1764 Grums","2017",28700
"total","1764 Grums","2018",29100
"total","1764 Grums","2019",29800
"total","1764 Grums","2020",30500
"total","1765 Årjäng","2007",20800
"total","1765 Årjäng","2008",22400
"total","1765 Årjäng","2009",23500
"total","1765 Årjäng","2010",24000
"total","1765 Årjäng","2011",24700
"total","1765 Årjäng","2012",25100
"total","1765 Årjäng","2013",26100
"total","1765 Årjäng","2014",26900
"total","1765 Årjäng","2015",27600
"total","1765 Årjäng","2016",28300
"total","1765 Årjäng","2017",29100
"total","1765 Årjäng","2018",29500
"total","1765 Årjäng","2019",30300
"total","1765 Årjäng","2020",31400
"total","1766 Sunne","2007",21500
"total","1766 Sunne","2008",22500
"total","1766 Sunne","2009",23200
"total","1766 Sunne","2010",23700
"total","1766 Sunne","2011",24000
"total","1766 Sunne","2012",24400
"total","1766 Sunne","2013",25200
"total","1766 Sunne","2014",26300
"total","1766 Sunne","2015",27200
"total","1766 Sunne","2016",28100
"total","1766 Sunne","2017",28700
"total","1766 Sunne","2018",29400
"total","1766 Sunne","2019",30300
"total","1766 Sunne","2020",31000
"total","1780 Karlstad","2007",22000
"total","1780 Karlstad","2008",23300
"total","1780 Karlstad","2009",24100
"total","1780 Karlstad","2010",24500
"total","1780 Karlstad","2011",25000
"total","1780 Karlstad","2012",25600
"total","1780 Karlstad","2013",26700
"total","1780 Karlstad","2014",27500
"total","1780 Karlstad","2015",28100
"total","1780 Karlstad","2016",29000
"total","1780 Karlstad","2017",29700
"total","1780 Karlstad","2018",30500
"total","1780 Karlstad","2019",31300
"total","1780 Karlstad","2020",31800
"total","1781 Kristinehamn","2007",21900
"total","1781 Kristinehamn","2008",23300
"total","1781 Kristinehamn","2009",24200
"total","1781 Kristinehamn","2010",24800
"total","1781 Kristinehamn","2011",25100
"total","1781 Kristinehamn","2012",25700
"total","1781 Kristinehamn","2013",26400
"total","1781 Kristinehamn","2014",27300
"total","1781 Kristinehamn","2015",27800
"total","1781 Kristinehamn","2016",28300
"total","1781 Kristinehamn","2017",28800
"total","1781 Kristinehamn","2018",29200
"total","1781 Kristinehamn","2019",30000
"total","1781 Kristinehamn","2020",31000
"total","1782 Filipstad","2007",20700
"total","1782 Filipstad","2008",22100
"total","1782 Filipstad","2009",23100
"total","1782 Filipstad","2010",23600
"total","1782 Filipstad","2011",24100
"total","1782 Filipstad","2012",24500
"total","1782 Filipstad","2013",25600
"total","1782 Filipstad","2014",26300
"total","1782 Filipstad","2015",27200
"total","1782 Filipstad","2016",27800
"total","1782 Filipstad","2017",28600
"total","1782 Filipstad","2018",29200
"total","1782 Filipstad","2019",30000
"total","1782 Filipstad","2020",30500
"total","1783 Hagfors","2007",21600
"total","1783 Hagfors","2008",23000
"total","1783 Hagfors","2009",24000
"total","1783 Hagfors","2010",24400
"total","1783 Hagfors","2011",24800
"total","1783 Hagfors","2012",25300
"total","1783 Hagfors","2013",25700
"total","1783 Hagfors","2014",26000
"total","1783 Hagfors","2015",26700
"total","1783 Hagfors","2016",27500
"total","1783 Hagfors","2017",27900
"total","1783 Hagfors","2018",28600
"total","1783 Hagfors","2019",29200
"total","1783 Hagfors","2020",29600
"total","1784 Arvika","2007",21100
"total","1784 Arvika","2008",22600
"total","1784 Arvika","2009",23500
"total","1784 Arvika","2010",23700
"total","1784 Arvika","2011",24300
"total","1784 Arvika","2012",25200
"total","1784 Arvika","2013",25900
"total","1784 Arvika","2014",26700
"total","1784 Arvika","2015",27200
"total","1784 Arvika","2016",28000
"total","1784 Arvika","2017",28700
"total","1784 Arvika","2018",29200
"total","1784 Arvika","2019",30000
"total","1784 Arvika","2020",30800
"total","1785 Säffle","2007",20900
"total","1785 Säffle","2008",22200
"total","1785 Säffle","2009",23300
"total","1785 Säffle","2010",23800
"total","1785 Säffle","2011",24100
"total","1785 Säffle","2012",24600
"total","1785 Säffle","2013",25300
"total","1785 Säffle","2014",26000
"total","1785 Säffle","2015",26700
"total","1785 Säffle","2016",27600
"total","1785 Säffle","2017",28400
"total","1785 Säffle","2018",29300
"total","1785 Säffle","2019",29800
"total","1785 Säffle","2020",31000
"total","1814 Lekeberg","2007",21300
"total","1814 Lekeberg","2008",22600
"total","1814 Lekeberg","2009",22200
"total","1814 Lekeberg","2010",23700
"total","1814 Lekeberg","2011",24300
"total","1814 Lekeberg","2012",24900
"total","1814 Lekeberg","2013",25400
"total","1814 Lekeberg","2014",26300
"total","1814 Lekeberg","2015",27100
"total","1814 Lekeberg","2016",28100
"total","1814 Lekeberg","2017",28600
"total","1814 Lekeberg","2018",29200
"total","1814 Lekeberg","2019",30000
"total","1814 Lekeberg","2020",30800
"total","1860 Laxå","2007",21600
"total","1860 Laxå","2008",23000
"total","1860 Laxå","2009",23900
"total","1860 Laxå","2010",24500
"total","1860 Laxå","2011",24800
"total","1860 Laxå","2012",25200
"total","1860 Laxå","2013",26200
"total","1860 Laxå","2014",26500
"total","1860 Laxå","2015",27000
"total","1860 Laxå","2016",27500
"total","1860 Laxå","2017",28500
"total","1860 Laxå","2018",29400
"total","1860 Laxå","2019",30200
"total","1860 Laxå","2020",30700
"total","1861 Hallsberg","2007",20700
"total","1861 Hallsberg","2008",22100
"total","1861 Hallsberg","2009",22900
"total","1861 Hallsberg","2010",23500
"total","1861 Hallsberg","2011",23700
"total","1861 Hallsberg","2012",24100
"total","1861 Hallsberg","2013",25000
"total","1861 Hallsberg","2014",25600
"total","1861 Hallsberg","2015",26300
"total","1861 Hallsberg","2016",27400
"total","1861 Hallsberg","2017",27900
"total","1861 Hallsberg","2018",28600
"total","1861 Hallsberg","2019",29200
"total","1861 Hallsberg","2020",30100
"total","1862 Degerfors","2007",22100
"total","1862 Degerfors","2008",23600
"total","1862 Degerfors","2009",24500
"total","1862 Degerfors","2010",25200
"total","1862 Degerfors","2011",25400
"total","1862 Degerfors","2012",25800
"total","1862 Degerfors","2013",26400
"total","1862 Degerfors","2014",27100
"total","1862 Degerfors","2015",27600
"total","1862 Degerfors","2016",28600
"total","1862 Degerfors","2017",29400
"total","1862 Degerfors","2018",29900
"total","1862 Degerfors","2019",30800
"total","1862 Degerfors","2020",31600
"total","1863 Hällefors","2007",21200
"total","1863 Hällefors","2008",22700
"total","1863 Hällefors","2009",23600
"total","1863 Hällefors","2010",24200
"total","1863 Hällefors","2011",24600
"total","1863 Hällefors","2012",25100
"total","1863 Hällefors","2013",25200
"total","1863 Hällefors","2014",26200
"total","1863 Hällefors","2015",26400
"total","1863 Hällefors","2016",27300
"total","1863 Hällefors","2017",27600
"total","1863 Hällefors","2018",28000
"total","1863 Hällefors","2019",28600
"total","1863 Hällefors","2020",29200
"total","1864 Ljusnarsberg","2007",21700
"total","1864 Ljusnarsberg","2008",23300
"total","1864 Ljusnarsberg","2009",24200
"total","1864 Ljusnarsberg","2010",24500
"total","1864 Ljusnarsberg","2011",25000
"total","1864 Ljusnarsberg","2012",24900
"total","1864 Ljusnarsberg","2013",26000
"total","1864 Ljusnarsberg","2014",26600
"total","1864 Ljusnarsberg","2015",27000
"total","1864 Ljusnarsberg","2016",28100
"total","1864 Ljusnarsberg","2017",29000
"total","1864 Ljusnarsberg","2018",29900
"total","1864 Ljusnarsberg","2019",30400
"total","1864 Ljusnarsberg","2020",31200
"total","1880 Örebro","2007",21200
"total","1880 Örebro","2008",22300
"total","1880 Örebro","2009",23300
"total","1880 Örebro","2010",23800
"total","1880 Örebro","2011",24200
"total","1880 Örebro","2012",24600
"total","1880 Örebro","2013",25500
"total","1880 Örebro","2014",26300
"total","1880 Örebro","2015",27100
"total","1880 Örebro","2016",28100
"total","1880 Örebro","2017",28600
"total","1880 Örebro","2018",29200
"total","1880 Örebro","2019",30000
"total","1880 Örebro","2020",30800
"total","1881 Kumla","2007",20700
"total","1881 Kumla","2008",22100
"total","1881 Kumla","2009",23100
"total","1881 Kumla","2010",23400
"total","1881 Kumla","2011",23800
"total","1881 Kumla","2012",24400
"total","1881 Kumla","2013",24900
"total","1881 Kumla","2014",25500
"total","1881 Kumla","2015",26200
"total","1881 Kumla","2016",27000
"total","1881 Kumla","2017",27800
"total","1881 Kumla","2018",28600
"total","1881 Kumla","2019",29600
"total","1881 Kumla","2020",30500
"total","1882 Askersund","2007",21000
"total","1882 Askersund","2008",22600
"total","1882 Askersund","2009",23200
"total","1882 Askersund","2010",23700
"total","1882 Askersund","2011",24300
"total","1882 Askersund","2012",24900
"total","1882 Askersund","2013",25500
"total","1882 Askersund","2014",26100
"total","1882 Askersund","2015",26900
"total","1882 Askersund","2016",27700
"total","1882 Askersund","2017",28600
"total","1882 Askersund","2018",29200
"total","1882 Askersund","2019",30000
"total","1882 Askersund","2020",30200
"total","1883 Karlskoga","2007",21300
"total","1883 Karlskoga","2008",22800
"total","1883 Karlskoga","2009",23700
"total","1883 Karlskoga","2010",24100
"total","1883 Karlskoga","2011",24600
"total","1883 Karlskoga","2012",25300
"total","1883 Karlskoga","2013",25800
"total","1883 Karlskoga","2014",26500
"total","1883 Karlskoga","2015",27100
"total","1883 Karlskoga","2016",27900
"total","1883 Karlskoga","2017",28600
"total","1883 Karlskoga","2018",29500
"total","1883 Karlskoga","2019",30100
"total","1883 Karlskoga","2020",30800
"total","1884 Nora","2007",21800
"total","1884 Nora","2008",23400
"total","1884 Nora","2009",24100
"total","1884 Nora","2010",24700
"total","1884 Nora","2011",25500
"total","1884 Nora","2012",25900
"total","1884 Nora","2013",26400
"total","1884 Nora","2014",26900
"total","1884 Nora","2015",27600
"total","1884 Nora","2016",28300
"total","1884 Nora","2017",28900
"total","1884 Nora","2018",29500
"total","1884 Nora","2019",30300
"total","1884 Nora","2020",30600
"total","1885 Lindesberg","2007",21300
"total","1885 Lindesberg","2008",22800
"total","1885 Lindesberg","2009",23600
"total","1885 Lindesberg","2010",24200
"total","1885 Lindesberg","2011",24600
"total","1885 Lindesberg","2012",25000
"total","1885 Lindesberg","2013",25800
"total","1885 Lindesberg","2014",26500
"total","1885 Lindesberg","2015",27200
"total","1885 Lindesberg","2016",28000
"total","1885 Lindesberg","2017",28800
"total","1885 Lindesberg","2018",29500
"total","1885 Lindesberg","2019",30200
"total","1885 Lindesberg","2020",31000
"total","1904 Skinnskatteberg","2007",21000
"total","1904 Skinnskatteberg","2008",22700
"total","1904 Skinnskatteberg","2009",23100
"total","1904 Skinnskatteberg","2010",24100
"total","1904 Skinnskatteberg","2011",24800
"total","1904 Skinnskatteberg","2012",25100
"total","1904 Skinnskatteberg","2013",26100
"total","1904 Skinnskatteberg","2014",26400
"total","1904 Skinnskatteberg","2015",26900
"total","1904 Skinnskatteberg","2016",28000
"total","1904 Skinnskatteberg","2017",28700
"total","1904 Skinnskatteberg","2018",29200
"total","1904 Skinnskatteberg","2019",30300
"total","1904 Skinnskatteberg","2020",31100
"total","1907 Surahammar","2007",20900
"total","1907 Surahammar","2008",22400
"total","1907 Surahammar","2009",23300
"total","1907 Surahammar","2010",23700
"total","1907 Surahammar","2011",24200
"total","1907 Surahammar","2012",24900
"total","1907 Surahammar","2013",25400
"total","1907 Surahammar","2014",26100
"total","1907 Surahammar","2015",26800
"total","1907 Surahammar","2016",27500
"total","1907 Surahammar","2017",28300
"total","1907 Surahammar","2018",29000
"total","1907 Surahammar","2019",29800
"total","1907 Surahammar","2020",30300
"total","1960 Kungsör","2007",21300
"total","1960 Kungsör","2008",22700
"total","1960 Kungsör","2009",23400
"total","1960 Kungsör","2010",23900
"total","1960 Kungsör","2011",24600
"total","1960 Kungsör","2012",24900
"total","1960 Kungsör","2013",25600
"total","1960 Kungsör","2014",26300
"total","1960 Kungsör","2015",27000
"total","1960 Kungsör","2016",28100
"total","1960 Kungsör","2017",28600
"total","1960 Kungsör","2018",29300
"total","1960 Kungsör","2019",29800
"total","1960 Kungsör","2020",30400
"total","1961 Hallstahammar","2007",21100
"total","1961 Hallstahammar","2008",22600
"total","1961 Hallstahammar","2009",23400
"total","1961 Hallstahammar","2010",24000
"total","1961 Hallstahammar","2011",24500
"total","1961 Hallstahammar","2012",25300
"total","1961 Hallstahammar","2013",25700
"total","1961 Hallstahammar","2014",26200
"total","1961 Hallstahammar","2015",26800
"total","1961 Hallstahammar","2016",27900
"total","1961 Hallstahammar","2017",28500
"total","1961 Hallstahammar","2018",29200
"total","1961 Hallstahammar","2019",30300
"total","1961 Hallstahammar","2020",30800
"total","1962 Norberg","2007",21200
"total","1962 Norberg","2008",22900
"total","1962 Norberg","2009",23500
"total","1962 Norberg","2010",24100
"total","1962 Norberg","2011",24500
"total","1962 Norberg","2012",24900
"total","1962 Norberg","2013",25300
"total","1962 Norberg","2014",25700
"total","1962 Norberg","2015",26700
"total","1962 Norberg","2016",27300
"total","1962 Norberg","2017",27900
"total","1962 Norberg","2018",28400
"total","1962 Norberg","2019",28900
"total","1962 Norberg","2020",29700
"total","1980 Västerås","2007",21800
"total","1980 Västerås","2008",23000
"total","1980 Västerås","2009",23900
"total","1980 Västerås","2010",24500
"total","1980 Västerås","2011",25000
"total","1980 Västerås","2012",25700
"total","1980 Västerås","2013",26500
"total","1980 Västerås","2014",27200
"total","1980 Västerås","2015",28000
"total","1980 Västerås","2016",29100
"total","1980 Västerås","2017",29700
"total","1980 Västerås","2018",30400
"total","1980 Västerås","2019",31200
"total","1980 Västerås","2020",31800
"total","1981 Sala","2007",21400
"total","1981 Sala","2008",23100
"total","1981 Sala","2009",24000
"total","1981 Sala","2010",24400
"total","1981 Sala","2011",25000
"total","1981 Sala","2012",25200
"total","1981 Sala","2013",25900
"total","1981 Sala","2014",26700
"total","1981 Sala","2015",27300
"total","1981 Sala","2016",27900
"total","1981 Sala","2017",28500
"total","1981 Sala","2018",29300
"total","1981 Sala","2019",30100
"total","1981 Sala","2020",30800
"total","1982 Fagersta","2007",21500
"total","1982 Fagersta","2008",22800
"total","1982 Fagersta","2009",22900
"total","1982 Fagersta","2010",24000
"total","1982 Fagersta","2011",24200
"total","1982 Fagersta","2012",24900
"total","1982 Fagersta","2013",25500
"total","1982 Fagersta","2014",26100
"total","1982 Fagersta","2015",26800
"total","1982 Fagersta","2016",27600
"total","1982 Fagersta","2017",28200
"total","1982 Fagersta","2018",28600
"total","1982 Fagersta","2019",29200
"total","1982 Fagersta","2020",29900
"total","1983 Köping","2007",21400
"total","1983 Köping","2008",22700
"total","1983 Köping","2009",23600
"total","1983 Köping","2010",23900
"total","1983 Köping","2011",24600
"total","1983 Köping","2012",25200
"total","1983 Köping","2013",26000
"total","1983 Köping","2014",26600
"total","1983 Köping","2015",27400
"total","1983 Köping","2016",28300
"total","1983 Köping","2017",29000
"total","1983 Köping","2018",29800
"total","1983 Köping","2019",30400
"total","1983 Köping","2020",31100
"total","1984 Arboga","2007",21100
"total","1984 Arboga","2008",22600
"total","1984 Arboga","2009",23400
"total","1984 Arboga","2010",23700
"total","1984 Arboga","2011",24200
"total","1984 Arboga","2012",25000
"total","1984 Arboga","2013",25500
"total","1984 Arboga","2014",26300
"total","1984 Arboga","2015",26900
"total","1984 Arboga","2016",27900
"total","1984 Arboga","2017",28600
"total","1984 Arboga","2018",29100
"total","1984 Arboga","2019",30200
"total","1984 Arboga","2020",30900
"total","2021 Vansbro","2007",20500
"total","2021 Vansbro","2008",22100
"total","2021 Vansbro","2009",22800
"total","2021 Vansbro","2010",23400
"total","2021 Vansbro","2011",23900
"total","2021 Vansbro","2012",24400
"total","2021 Vansbro","2013",24900
"total","2021 Vansbro","2014",25500
"total","2021 Vansbro","2015",26100
"total","2021 Vansbro","2016",27200
"total","2021 Vansbro","2017",27600
"total","2021 Vansbro","2018",28400
"total","2021 Vansbro","2019",29000
"total","2021 Vansbro","2020",30100
"total","2023 Malung-Sälen","2007",20600
"total","2023 Malung-Sälen","2008",22000
"total","2023 Malung-Sälen","2009",23000
"total","2023 Malung-Sälen","2010",23500
"total","2023 Malung-Sälen","2011",23700
"total","2023 Malung-Sälen","2012",24300
"total","2023 Malung-Sälen","2013",24900
"total","2023 Malung-Sälen","2014",25500
"total","2023 Malung-Sälen","2015",26300
"total","2023 Malung-Sälen","2016",27000
"total","2023 Malung-Sälen","2017",27600
"total","2023 Malung-Sälen","2018",28000
"total","2023 Malung-Sälen","2019",28700
"total","2023 Malung-Sälen","2020",29600
"total","2026 Gagnef","2007",20900
"total","2026 Gagnef","2008",22400
"total","2026 Gagnef","2009",23400
"total","2026 Gagnef","2010",23800
"total","2026 Gagnef","2011",24200
"total","2026 Gagnef","2012",24700
"total","2026 Gagnef","2013",25600
"total","2026 Gagnef","2014",26400
"total","2026 Gagnef","2015",27300
"total","2026 Gagnef","2016",28300
"total","2026 Gagnef","2017",28900
"total","2026 Gagnef","2018",29500
"total","2026 Gagnef","2019",30200
"total","2026 Gagnef","2020",31100
"total","2029 Leksand","2007",21400
"total","2029 Leksand","2008",22900
"total","2029 Leksand","2009",23700
"total","2029 Leksand","2010",24000
"total","2029 Leksand","2011",24800
"total","2029 Leksand","2012",25000
"total","2029 Leksand","2013",25900
"total","2029 Leksand","2014",27000
"total","2029 Leksand","2015",27800
"total","2029 Leksand","2016",28800
"total","2029 Leksand","2017",29500
"total","2029 Leksand","2018",30200
"total","2029 Leksand","2019",30700
"total","2029 Leksand","2020",31100
"total","2031 Rättvik","2007",20700
"total","2031 Rättvik","2008",22300
"total","2031 Rättvik","2009",23300
"total","2031 Rättvik","2010",23300
"total","2031 Rättvik","2011",24100
"total","2031 Rättvik","2012",24500
"total","2031 Rättvik","2013",25400
"total","2031 Rättvik","2014",26100
"total","2031 Rättvik","2015",26900
"total","2031 Rättvik","2016",28000
"total","2031 Rättvik","2017",28600
"total","2031 Rättvik","2018",29300
"total","2031 Rättvik","2019",29900
"total","2031 Rättvik","2020",30500
"total","2034 Orsa","2007",21400
"total","2034 Orsa","2008",22800
"total","2034 Orsa","2009",23800
"total","2034 Orsa","2010",24100
"total","2034 Orsa","2011",24700
"total","2034 Orsa","2012",25000
"total","2034 Orsa","2013",26200
"total","2034 Orsa","2014",26900
"total","2034 Orsa","2015",27900
"total","2034 Orsa","2016",28600
"total","2034 Orsa","2017",29600
"total","2034 Orsa","2018",29900
"total","2034 Orsa","2019",30600
"total","2034 Orsa","2020",31100
"total","2039 Älvdalen","2007",20900
"total","2039 Älvdalen","2008",22600
"total","2039 Älvdalen","2009",23300
"total","2039 Älvdalen","2010",24000
"total","2039 Älvdalen","2011",24200
"total","2039 Älvdalen","2012",24800
"total","2039 Älvdalen","2013",25500
"total","2039 Älvdalen","2014",26600
"total","2039 Älvdalen","2015",27500
"total","2039 Älvdalen","2016",28800
"total","2039 Älvdalen","2017",29700
"total","2039 Älvdalen","2018",30300
"total","2039 Älvdalen","2019",30900
"total","2039 Älvdalen","2020",31400
"total","2061 Smedjebacken","2007",20800
"total","2061 Smedjebacken","2008",22300
"total","2061 Smedjebacken","2009",23200
"total","2061 Smedjebacken","2010",23400
"total","2061 Smedjebacken","2011",23800
"total","2061 Smedjebacken","2012",24200
"total","2061 Smedjebacken","2013",24500
"total","2061 Smedjebacken","2014",25400
"total","2061 Smedjebacken","2015",26100
"total","2061 Smedjebacken","2016",27300
"total","2061 Smedjebacken","2017",28100
"total","2061 Smedjebacken","2018",29100
"total","2061 Smedjebacken","2019",29900
"total","2061 Smedjebacken","2020",30400
"total","2062 Mora","2007",21000
"total","2062 Mora","2008",22500
"total","2062 Mora","2009",23500
"total","2062 Mora","2010",23500
"total","2062 Mora","2011",24600
"total","2062 Mora","2012",25000
"total","2062 Mora","2013",26100
"total","2062 Mora","2014",26800
"total","2062 Mora","2015",27600
"total","2062 Mora","2016",28500
"total","2062 Mora","2017",29300
"total","2062 Mora","2018",30100
"total","2062 Mora","2019",31100
"total","2062 Mora","2020",31900
"total","2080 Falun","2007",21300
"total","2080 Falun","2008",22700
"total","2080 Falun","2009",23500
"total","2080 Falun","2010",24100
"total","2080 Falun","2011",24300
"total","2080 Falun","2012",24900
"total","2080 Falun","2013",25400
"total","2080 Falun","2014",26200
"total","2080 Falun","2015",26900
"total","2080 Falun","2016",27900
"total","2080 Falun","2017",28500
"total","2080 Falun","2018",29000
"total","2080 Falun","2019",29900
"total","2080 Falun","2020",30200
"total","2081 Borlänge","2007",21200
"total","2081 Borlänge","2008",22700
